\P\	Pos	customer_id\
V	49721	FURIB
V	49851	LONEP
V	49972	RICSU
V	50085	ERNSH
V	50185	WANDK
V	50301	SIMOB
V	50408	FRANK
V	50521	FRANR
V	50634	BERGS
V	50750	WILMK
V	50855	ISLAT
V	50981	FRANK
V	51093	TORTU
V	51211	ANTON
V	51333	SAVEA
V	51443	BLONP
V	51565	OLDWO
V	51682	GREAL
V	51798	ANTON
V	51921	DUMON
V	52042	OTTIK
V	52158	GOURL
V	52280	PICCO
V	52386	HUNGO
V	52511	VAFFE
V	52615	BERGS
V	52731	HANAR
V	52853	QUICK
V	52963	ALFKI
V	53075	WHITC
V	53193	QUICK
V	53303	WILMK
V	53408	WHITC
V	53526	LINOD
V	53667	ERNSH
V	53768	MORGK
V	53880	SAVEA
V	53988	HUNGO
V	54113	ALFKI
V	54225	FOLKO
V	54335	QUEEN
V	54462	HILAA
V	54615	OLDWO
V	54733	AROUT
V	54862	THEBI
V	54978	GOURL
V	55100	FRANS
V	55209	SAVEA
V	55318	HUNGO
V	55442	SAVEA
V	55552	SAVEA
V	55661	BONAP
V	55771	RANCH
V	55892	FRANK
V	56004	KOENE
V	56118	LETSS
V	56238	QUEDE
V	56366	QUICK
V	56475	SAVEA
V	56584	WHITC
V	56701	MEREP
V	56824	FAMIA
V	56944	EASTC
V	57052	REGGC
V	57175	QUEEN
V	57303	LINOD
V	57445	BONAP
V	57556	CHOPS
V	57665	BONAP
V	57776	BERGS
V	57893	GOURL
V	58014	LETSS
V	58134	HUNGO
V	58257	VINET
V	58376	SPECD
V	58493	VINET
V	58613	WHITC
V	58730	AROUT
V	58859	BOTTM
V	58984	AROUT
V	59113	VAFFE
V	59216	QUICK
V	59324	CHOPS
V	59433	PICCO
V	59541	SAVEA
V	59651	ISLAT
V	59779	WARTH
V	59880	RICSU
V	59993	NORTS
V	60107	FRANS
V	60215	MAGAA
V	60343	BONAP
V	60454	SPLIR
V	60564	SAVEA
V	60672	RICSU
V	60785	ANATR
V	60933	MAISD
V	61048	RATTC
V	61171	FOLKO
V	61282	FOLIG
V	61403	ERNSH
V	61504	QUICK
V	61613	OTTIK
V	61729	SUPRD
V	61851	AROUT
V	61981	VAFFE
V	62084	HANAR
V	62206	ERNSH
V	62306	LEHMS
V	62424	ERNSH
V	62524	FOLKO
V	62633	THECR
V	62743	ERNSH
V	62844	GOURL
V	62965	BERGS
V	63080	MORGK
V	63193	LILAS
V	63347	WARTH
V	63449	CACTU
V	63570	HANAR
V	63694	MAGAA
V	63823	GROSR
V	63951	QUEEN
V	64080	LAMAI
V	64198	QUICK
V	64306	FOLIG
V	64427	GOURL
V	64549	FRANK
V	64661	WOLZA
V	64770	AROUT
V	64898	QUEDE
V	65027	ERNSH
V	65128	HILAA
V	65282	DRACD
V	65397	ISLAT
V	65524	KOENE
V	65637	SEVES
V	65748	BOLID
V	65867	SIMOB
V	65975	WELLI
V	66102	SEVES
V	66212	THEBI
V	66330	VICTE
V	66446	FRANS
V	66555	OLDWO
V	66672	WELLI
V	66798	LAUGB
V	66923	LINOD
V	67064	REGGC
V	67188	RICAR
V	67319	VICTE
V	67436	SAVEA
V	67545	GREAL
V	67662	KOENE
V	67776	MAGAA
V	67905	CACTU
V	68028	RATTC
V	68151	SPLIR
V	68261	TRAIH
V	68386	LILAS
V	68541	FOLKO
V	68650	DRACD
V	68765	BLONP
V	68886	BONAP
V	68997	RANCH
V	69118	ISLAT
V	69247	TRADH
V	69383	SANTG
V	69497	LAMAI
V	69614	OTTIK
V	69729	TRADH
V	69865	ALFKI
V	69977	ERNSH
V	70078	BERGS
V	70194	LINOD
V	70335	TRADH
V	70471	LINOD
V	70611	SUPRD
V	70734	TORTU
V	70853	VICTE
V	70968	PICCO
V	71075	QUICK
V	71185	SUPRD
V	71308	SAVEA
V	71418	CONSH
V	71543	KOENE
V	71655	VICTE
V	71771	RICAR
V	71903	RATTC
V	72027	BLAUS
V	72145	ERNSH
V	72246	OLDWO
V	72364	ANTON
V	72487	BERGS
V	72604	LACOR
V	72730	FRANK
V	72841	FRANR
V	72954	WHITC
V	73071	LEHMS
V	73189	HILAA
V	73343	AROUT
V	73471	QUICK
V	73581	BERGS
V	73698	LONEP
V	73818	QUEEN
V	73947	SEVES
V	74058	WOLZA
V	74167	BONAP
V	74279	GODOS
V	74393	WILMK
V	74497	GODOS
V	74610	BERGS
V	74726	BONAP
V	74837	RICAR
V	74968	QUICK
V	75077	WILMK
V	75180	FOLKO
V	75290	CACTU
V	75412	SAVEA
V	75520	LONEP
V	75640	LETSS
V	75760	SUPRD
V	75882	HANAR
V	76004	GALED
V	76131	GODOS
V	76244	RATTC
V	76368	DUMON
V	76491	LEHMS
V	76609	MAISD
V	76724	KOENE
V	76837	SAVEA
V	76947	ERNSH
V	77048	MAISD
V	77162	HUNGO
V	77287	OCEAN
V	77431	LILAS
V	77584	WELLI
V	77710	HILAA
V	77864	FOLKO
V	77974	HANAR
V	78097	WHITC
V	78215	WELLI
V	78342	WOLZA
V	78451	SPECD
V	78568	REGGC
V	78692	SANTG
V	78806	WILMK
V	78911	GODOS
V	79024	HUNGO
V	79149	QUEEN
V	79277	QUEEN
V	79405	TORTU
V	79523	RANCH
V	79644	ROMEY
V	79750	BOTTM
V	79874	LINOD
V	80014	AROUT
V	80143	VAFFE
V	80247	HANAR
V	80370	LAMAI
V	80487	BERGS
V	80604	HANAR
V	80726	ANATR
V	80874	LACOR
V	81000	GALED
V	81127	FRANK
V	81239	SUPRD
V	81362	RICSU
V	81473	BONAP
V	81585	ISLAT
V	81713	LEHMS
V	81831	WELLI
V	81958	GREAL
V	82074	CACTU
V	82197	QUICK
V	82306	MAGAA
V	82435	BONAP
V	82546	SAVEA
V	82656	REGGC
V	82780	BSBEV
V	82885	BOTTM
V	83009	MORGK
V	83122	VAFFE
V	83224	BSBEV
V	83329	GODOS
V	83442	BOTTM
V	83566	MAGAA
V	83693	RICSU
V	83805	ALFKI
V	83917	AROUT
V	84046	LINOD
V	84187	FOLKO
V	84296	BLAUS
V	84414	HILAA
V	84569	OCEAN
V	84714	GOURL
V	84835	HILAA
V	84988	QUEEN
V	85117	QUICK
V	85227	FURIB
V	85356	SPECD
V	85474	OLDWO
V	85592	CHOPS
V	85701	TOMSP
V	85814	ERNSH
V	85913	COMMI
V	86039	BOLID
V	86158	FRANR
V	86272	LACOR
V	86397	LACOR
V	86523	SPLIR
V	86633	BOTTM
V	86757	HILAA
V	86911	FOLKO
V	87021	MAISD
V	87135	ERNSH
V	87236	FOLKO
V	87345	HANAR
V	87469	BOTTM
V	87593	SAVEA
V	87703	SAVEA
V	87813	HUNGO
V	87937	OCEAN
V	88083	EASTC
V	88192	RATTC
V	88315	QUEDE
V	88444	ERNSH
V	88545	QUICK
V	88654	THEBI
V	88770	FOLKO
V	88879	VAFFE
V	88982	PERIC
V	89113	QUICK
V	89221	LILAS
V	89375	WOLZA
V	89484	OTTIK
V	89599	RATTC
V	89722	FOLKO
V	89832	SAVEA
V	89942	THECR
V	90052	MAISD
V	90166	WILMK
V	90270	GREAL
V	90386	PRINI
V	90511	ERNSH
V	90601	GODOS
V	90714	REGGC
V	90838	ALFKI
V	90949	FRANK
V	91062	ROMEY
V	91169	LINOD
V	91309	SANTG
V	91422	AROUT
V	91550	ERNSH
V	91651	LONEP
V	91772	RANCH
V	91882	OTTIK
V	91996	QUICK
V	92106	HANAR
V	92228	BSBEV
V	92335	EASTC
V	92443	WARTH
V	92545	FRANS
V	92655	BOTTM
V	92779	KOENE
V	92892	CHOPS
V	93001	SAVEA
V	93111	SAVEA
V	93221	WHITC
V	93339	RICSU
V	93451	OLDWO
V	93568	SUPRD
V	93690	DRACD
V	93806	GODOS
V	93917	SUPRD
V	94040	LINOD
V	94168	GREAL
V	94274	CHOPS
V	94383	COMMI
V	94510	SPECD
V	94626	WOLZA
V	94734	BOTTM
V	94848	WANDK
V	94964	EASTC
V	95072	BOTTM
V	95196	GOURL
V	95317	FOLKO
V	95427	LAMAI
V	95533	HANAR
V	95656	PICCO
V	95763	CACTU
V	95875	HILAA
V	96030	EASTC
V	96139	NORTS
V	96253	BLAUS
V	96361	RICAR
V	96481	FRANS
V	96591	GREAL
V	96697	REGGC
V	96811	HUNGO
V	96935	SAVEA
V	97044	LILAS
V	97188	WHITC
V	97305	DRACD
V	97419	QUEEN
V	97537	TORTU
V	97656	LEHMS
V	97762	LILAS
V	97905	ERNSH
V	97996	PERIC
V	98120	SIMOB
V	98217	RICSU
V	98318	BONAP
V	98419	RATTC
