\P\	Pos	product_id\
V	41814	69
V	41833	7
V	41850	43
V	41869	26
V	41891	33
V	41911	65
V	41933	71
V	41954	1
V	41974	13
V	41994	18
V	42014	51
V	42033	24
V	42056	62
V	42080	55
V	42099	59
V	42118	56
V	42137	63
V	42158	2
V	42180	5
V	42201	29
V	42227	59
V	42250	1
V	42268	13
V	42286	24
V	42306	64
V	42328	71
V	42349	36
V	42368	38
V	42390	59
V	42409	53
V	42432	69
V	42453	21
V	42474	44
V	42496	61
V	42516	1
V	42534	35
V	42553	42
V	42572	54
V	42593	13
V	42610	59
V	42629	70
V	42647	40
V	42669	52
V	42686	71
V	42707	28
V	42728	35
V	42747	49
V	42766	57
V	42787	21
V	42806	2
V	42826	63
V	42847	44
V	42869	61
V	42889	11
V	42908	62
V	42929	33
V	42949	51
V	42968	12
V	42990	32
V	43012	35
V	43034	1
V	43055	5
V	43079	68
V	43100	2
V	43120	12
V	43140	76
V	43161	24
V	43183	43
V	43204	61
V	43227	18
V	43250	32
V	43269	64
V	43293	33
V	43313	67
V	43332	24
V	43352	25
V	43371	51
V	43390	57
V	43411	7
V	43429	55
V	43448	60
V	43467	70
V	43485	21
V	43503	60
V	43522	61
V	43542	13
V	43560	17
V	43579	60
V	43598	60
V	43616	77
V	43635	60
V	43654	53
V	43677	70
V	43698	34
V	43717	40
V	43740	41
V	43763	17
V	43784	41
V	43805	53
V	43828	55
V	43848	68
V	43869	30
V	43893	54
V	43917	16
V	43938	19
V	43958	34
V	43977	41
V	43997	28
V	44020	43
V	44042	77
V	44064	39
V	44083	1
V	44104	2
V	44125	16
V	44150	31
V	44171	7
V	44192	13
V	44213	2
V	44230	41
V	44251	50
V	44273	64
V	44296	11
V	44315	24
V	44335	16
V	44360	2
V	44381	46
V	44403	76
V	44424	6
V	44445	14
V	44470	19
V	44493	2
V	44513	3
V	44530	4
V	44547	6
V	44567	7
V	44587	8
V	44606	10
V	44624	12
V	44645	13
V	44662	14
V	44686	16
V	44710	20
V	44731	23
V	44748	32
V	44766	39
V	44787	41
V	44807	46
V	44828	52
V	44845	55
V	44863	60
V	44884	64
V	44908	66
V	44926	73
V	44947	75
V	44967	77
